source,sentence,cause_start,cause_end,effect_start,effect_end
MedCaus," In certain instances , the physically most developed offspring will devour its smaller siblings for further nutrition while still within the mother 's body . ''",22.0,87.0,97.0,108.0
MedCaus," It is considered to be a highly accurate instrument that is also very sensitive and therefore extremely precise , especially in determining color change . ''",1.0,80.0,113.0,146.0
MedCaus," After the Latin translations of the 12th century , the term comedy thus gained a new semantic meaning in Medieval literature . ''",1.0,41.0,68.0,114.0
MedCaus," There are also scholars who argue that anthropomorphism is the overestimation of the similarity of humans and nonhumans , therefore , it could not yield accurate accounts .",40.0,120.0,135.0,171.0
MedCaus, The pKa for self - dissociation of ethanol is about 16 so the alkoxide ion is a strong enough base,1.0,55.0,59.0,99.0
MedCaus," In addition , the boundaries of the city were changed twice during the late - twentieth century , making direct comparisons difficult .",15.0,96.0,106.0,134.0
MedCaus," Secretion of these proenzymes is via the hormones gastrin , cholecystokinin and secretin , which are secreted by cells in the stomach and duodenum in response to distension and/or food . ''",160.0,180.0,92.0,138.0
MedCaus," After California failed to fully implement the court 's order to reduce crowding , and was ordered to implement new parole programs , the State of California appealed the decision , and in court filings the AG 's office argued that if forced to release these inmates early , prisons would lose an important source of labor , such as for fighting wildfires .",7.0,81.0,135.0,180.0
MedCaus," Thus , when either field is changing in time , then a field of the other is necessarily induced . ''",8.0,40.0,48.0,88.0
MedCaus," In response to previous criticisms that there had been no clear single minister in charge of the prosecution of the war , Churchill created and took the additional position of Minister of Defence , making him the most powerful wartime prime minister in British history . ''",13.0,116.0,121.0,188.0
MedCaus," The Board recommended that the new metro - centre or Navi Mumbai as it is now called , be developed to accommodate a population of 21 lakh -LRB- 2.1 million -RRB- . ''",1.0,90.0,101.0,134.0
MedCaus," Single - nodular disease , more commonly known as Dapaong disease , is characterized by the development of a single mass that develops throughout the colon wall . ''",1.0,58.0,127.0,161.0
MedCaus," It deposits pigment into upper region of the dermis , so it fades more rapidly than traditional tattooing techniques , which deposit pigment deeper . ''",1.0,45.0,118.0,141.0
MedCaus," In 1998 , the bottleneck theory was further developed by anthropologist Stanley H. Ambrose of the University of Illinois at Urbana ` Äì Champaign . ''",55.0,83.0,9.0,36.0
MedCaus, Those with an allergy to penicillin may develop a cross sensitivity to cefazolin .,1.0,36.0,41.0,81.0
MedCaus, Emperor Constantine I finalized them as the governmental echelon of '' '' comites provinciarum '' '' -LRB- '' '' Counts of the Provinces '' '' -RRB- ; the comites of the new echelon were assigned alongside the vicarii in the civil dioceses of the latter so that the comites became permanent fixtures of Imperial government . '',128.0,225.0,241.0,281.0
MedCaus, My father has no sons so I 'm the one who has to social climb for one . '' '' '',1.0,17.0,23.0,66.0
MedCaus," Coverdell also worked against tax increases , to protect federal lands in national parks , and for humanitarian concerns .",50.0,121.0,1.0,44.0
MedCaus, Mills and Clark -LRB- 1982 -RRB- found that strategic -LRB- exchange -RRB- relationships are fragile and easily break down when there is any level of disagreement .,129.0,163.0,1.0,123.0
MedCaus," The machine gun was useful in stationary battle but was not practical for easy movement through battlefields , and therefore forced soldiers to face enemy machine guns without machine guns of their own . ''",1.0,96.0,116.0,198.0
MedCaus," As development continues , gyri and sulci begin to take shape on the fetal brain , with deepening indentations and ridges developing on the surface of the cortex .",4.0,25.0,28.0,81.0
MedCaus," When new diagnostic tests were developed , it was natural for the Radiographers to be trained in and to adopt this new technology . ''",1.0,31.0,42.0,119.0
MedCaus," The patella can be tracked back into the groove with an extension of the knee , and therefore sometimes returns into the proper position on its own . ''",1.0,73.0,85.0,144.0
MedCaus," Endemic Antarctic fungi also include certain dung - inhabiting species which have had to evolve in response to the double challenge of extreme cold while growing on dung , and the need to survive passage through the gut of warm - blooded animals . ''",109.0,238.0,1.0,96.0
MedCaus, The United States Centers for Disease Control and Prevention -LRB- CDC -RRB- recommends that persons investigating monkeypox outbreaks and involved in caring for infected individuals or animals should receive a smallpox vaccination to protect against monkeypox .,236.0,261.0,94.0,232.0
MedCaus, A regenerative medicine therapy was developed by Dr. Peter DeMarco to treat diabetic gangrene to avoid amputations .,71.0,115.0,1.0,67.0
MedCaus," While plastoquinones are lipid - soluble and therefore move within the thylakoid membrane , plastocyanin moves through the thylakoid lumen .",7.0,41.0,56.0,90.0
MedCaus, Hopes of completely eliminating TB ended with the rise of drug - resistant strains in the 1980s .,66.0,96.0,1.0,41.0
MedCaus, Hair cells of the cristae activate afferent receptors in response to rotational acceleration .,70.0,93.0,1.0,54.0
MedCaus," If this secondary disturbance is larger than the original , the next response will be even larger , and so on , until very large oscillations have developed , as shown in the figure below .",4.0,58.0,61.0,98.0
MedCaus, This type of bandage is capable of shortening around the limb after application and is therefore not exerting ever - increasing pressure during inactivity .,1.0,80.0,118.0,155.0
MedCaus, Little is known about how neurons cope with the increased number of nodes except that there may be a compensatory increase in Na + channels so that the internodal density is restored .,144.0,174.0,87.0,131.0
MedCaus," Early tanks were unreliable , breaking down often . ''",29.0,44.0,1.0,17.0
MedCaus," When administering a secondary IV medication , the primary bag is held lower than the secondary bag so that the secondary medication can flow into the primary tubing , rather than fluid from the primary bag flowing into the secondary tubing .",78.0,100.0,109.0,241.0
MedCaus, This area is dominated by small accumulations of snowfall which becomes ice and thus eventually seaward glacial flows .,1.0,80.0,86.0,118.0
MedCaus, Xerostomia can reduce the volume and increase the viscosity of oral secretions making bolus formation difficult as well as reducing the ability to initiate and swallow the bolus,1.0,79.0,87.0,178.0
MedCaus," Originally dBv , it was changed to dBu to avoid confusion with dBV .",43.0,67.0,18.0,39.0
MedCaus," The AG 's Office had originally declined the request of the Richardson family to investigate the case , but reversed course after the family and supporters submitted almost 500 pages of evidence to Harris 's office in the hope of prompting an investigation .",131.0,215.0,109.0,124.0
MedCaus," However , in the other states , the other Standard Oil companies objected and , via a 1937 U.S. federal court injunction , forced Jersey Standard to use other brand names . ''",31.0,110.0,124.0,165.0
MedCaus," The powerful hind legs are longer than the front legs , so that the haunches are carried higher than the shoulders . ''",1.0,49.0,60.0,105.0
MedCaus," The oral pigmentations are the first on the body to appear , and thus play an important part in early diagnosis . ''",1.0,52.0,66.0,102.0
MedCaus," When the efficiency of a motor is raised by even a few percentage points , the savings , in kilowatt hours -LRB- and therefore in cost -RRB- , are enormous . ''",1.0,34.0,142.0,147.0
MedCaus, Patients with schizophrenia may sometimes experience the feeling of being kissed or the feeling of someone lying by their side in response to their emotion of being lonely .,143.0,172.0,43.0,127.0
MedCaus," The condition ax + by + cz = 0 depends only on the equivalence class of -LRB- x , y , z -RRB- so the equation defines a set of points in the projective plane . ''",85.0,86.0,95.0,152.0
MedCaus," Or , if somebody wished to live forever , they could end up being trapped in a timeless extradimensional space . ''",6.0,32.0,41.0,105.0
MedCaus," This expression diminishes as follicles develop and enter selection stage , upon which FSH expression increases . ''",28.0,102.0,1.0,16.0
MedCaus," The first genetics , Mendelian genetics , began at 1900 , yet inheritance of Mendelian traits was localized to chromosomes by 1903 , thus chromosomal genetics . ''",20.0,126.0,134.0,150.0
MedCaus, A third cut may be made across the end of the wedge to make it straight across .,1.0,52.0,56.0,79.0
MedCaus," There is no reliable way to predict which form of the disease an affected individual will develop , with multiple phenotypes being demonstrated within families .",63.0,85.0,43.0,62.0
MedCaus, Cervical vertebrae possess transverse foramina to allow for the vertebral arteries to pass through on their way to the foramen magnum to end in the circle of Willis .,1.0,47.0,51.0,165.0
MedCaus," Another function of a central vacuole is that it pushes all contents of the cell 's cytoplasm against the cellular membrane , and thus keeps the chloroplasts closer to light .",47.0,124.0,136.0,174.0
MedCaus, The cartilaginous rings are incomplete to allow the trachea to collapse slightly so that food can pass down the esophagus .,1.0,81.0,90.0,122.0
MedCaus," In simple terms , a cannula can surround the inner or outer surfaces of a trocar needle thus extending the effective needle length by at least half the length of the original needle . ''",17.0,81.0,89.0,175.0
MedCaus," Biomedical : all aspects of health , physical and mental , developed within the human body as influenced by genetic make - up . ''",92.0,123.0,12.0,86.0
MedCaus," Gastric HCl simultaneously cleaves pepsinogen , a zymogen , into active pepsin , an endopeptidase that advances the digestive process by breaking the now - exposed peptide bonds , a process known as proteolysis . ''",80.0,84.0,155.0,172.0
MedCaus, This was to be retained when loading and exposing the plate and served both to protect the delicate emulsion and to inhibit halation .,25.0,60.0,80.0,133.0
MedCaus," Meadows , forests , and bogs are characterized by low nutrient content and slowly growing species adapted to those levels , so they can be overgrown by faster growing and more competitive species . ''",19.0,115.0,125.0,188.0
MedCaus," Russia 's population policy changed the figures , and therefore , Armenian population formed 35 % of the population in 1832 , and 53 % in 1880 . ''",1.0,40.0,125.0,138.0
MedCaus," On reflection , under pressure from the chiefs of staff , and in response to the views expressed by Sir Charles Portal -LRB- Chief of the Air Staff -RRB- and Sir Arthur Harris -LRB- AOC - in - C of RAF Bomber Command -RRB- , among others , Churchill withdrew his memo and issued a new one . ''",224.0,231.0,239.0,285.0
MedCaus, EEG can be recorded at the same time as MEG so that data from these complementary high - time - resolution techniques can be combined .,1.0,44.0,53.0,134.0
MedCaus," According to Kramer , -LRB- 1998 -RRB- these milder forms of paranoid cognition may be considered as an adaptive response to cope with or make sense of disturbing and threatening social environment .",126.0,198.0,40.0,80.0
MedCaus," The complex formation drives the conversion of starch towards the synthesis of the precipitated cyclodextrin , thus enriching its content in the final mixture of products . ''",1.0,96.0,112.0,162.0
MedCaus, The immune system 's response to exogenous antigens is often subclinical .,34.0,52.0,62.0,73.0
MedCaus," However , in the Earth 's -LRB- rotating -RRB- frame , the train is traveling in a circular path and therefore requires a centripetal -LRB- downward -RRB- force to keep it on this path .",11.0,101.0,112.0,185.0
MedCaus," Vasopressin , acting through cAMP , also increases transcription of the aquaporin-2 gene , thus increasing the total number of aquaporin-2 molecules in collecting duct cells . ''",35.0,84.0,92.0,168.0
MedCaus, The vacuole contains high concentrations of nitrate ions and is therefore thought to be a storage organelle .,1.0,57.0,75.0,108.0
MedCaus, Horses ' anatomy enables them to make use of speed to escape predators and they have a well - developed sense of balance and a strong fight - or - flight response .,1.0,51.0,55.0,71.0
MedCaus," Originally , all embryos have equal opportunity to develop into full seeds , but during the early stages of development , one embryo becomes dominant through competition , and therefore the now dormant seed , while the other embryos are destroyed through PCD.The genus Citrus has a number of species that undergo polyembryony , where multiple nucellar - cell - derived embryos exist alongside sexually - derived embryos . ''",121.0,158.0,208.0,255.0
MedCaus," Since the number of writes to EEPROM is limited ` Äì Atmel specifies 100,000 write cycles in their datasheets ` Äì a well designed EEPROM write routine should compare the contents of an EEPROM address with desired contents and only perform an actual write if the contents need to be changed .",7.0,48.0,51.0,99.0
MedCaus," M?ºhe was inspired to develop a technique for laparascopic cholecystectomy by the first laparascopic appendectomy , performed by gynecologist Kurt Semm in 1980 . ''",76.0,101.0,1.0,59.0
MedCaus," The dental lamina disintegrates , leaving the developing teeth completely separated from the epithelium of the oral cavity ; the two will not join again until the final eruption of the tooth into the mouth . ''",1.0,18.0,33.0,116.0
MedCaus," Salting - out salts increase the self - hydration of water through hydrogen bonding and reduce the hydration of the copolymers , thus reducing the critical micelle temperature and critical micelle concentration . ''",39.0,116.0,130.0,197.0
MedCaus, In 1843 an uprising forced the king to grant a constitution and a representative assembly .,9.0,20.0,28.0,90.0
MedCaus," As with the more general case of compiling C code with a C++ compiler , it is therefore possible that old C - style CUDA source code will either fail to compile or will not behave as originally intended . ''",1.0,61.0,109.0,194.0
MedCaus," Multiple human trials using HMG - CoA reductase inhibitors , known as statins , have repeatedly confirmed that changing lipoprotein transport patterns from unhealthy to healthier patterns significantly lowers cardiovascular disease event rates , even for people with cholesterol values currently considered low for adults .",112.0,188.0,210.0,322.0
MedCaus, The shielding of photon beam is therefore exponential -LRB- with an attenuation length being close to the radiation length of the material -RRB- ; doubling the thickness of shielding will square the shielding effect .,1.0,54.0,148.0,216.0
MedCaus," Acceptance of asexuality as a sexual orientation and field of scientific research is still relatively new , as a growing body of research from both sociological and psychological perspectives has begun to develop . ''",109.0,205.0,1.0,102.0
MedCaus, Static principles and simple machines were already in use to create various objects and buildings and thus were established tools that could be used to inspire models of biological systems .,1.0,38.0,113.0,189.0
MedCaus," Neovascularization is the natural formation of new blood vessels -LRB- neo - + vascular + - ization -RRB- , usually in the form of functional microvascular networks , capable of perfusion by red blood cells , that form to serve as collateral circulation in response to local poor perfusion or ischemia . ''",255.0,280.0,176.0,228.0
MedCaus," Male flowers in Cucurbitaceae generally have five stamens , but in Cucurbita there are only three , and their anthers are joined together so that there appears to be one . ''",101.0,129.0,142.0,166.0
MedCaus," In selectively binding to deoxyhemoglobin , 2,3-BPG stabilizes the T state conformation , making it harder for oxygen to bind hemoglobin and more likely to be released to adjacent tissues . ''",43.0,75.0,89.0,180.0
MedCaus, High - resolution pulse oximetry -LRB- HRPO -RRB- has been developed for in - home sleep apnea screening and testing in patients for whom it is impractical to perform polysomnography .,40.0,44.0,79.0,105.0
MedCaus, Medical physicians have made discoveries concerning the spreading of viruses and the body 's response to extreme seasonal temperatures .,106.0,135.0,1.0,93.0
MedCaus," When filter cartridges become saturated or particulate accumulation within them begins to restrict air flow , they must be changed . ''",1.0,103.0,109.0,123.0
MedCaus," In this model , anabolic -LRB- myotrophic -RRB- activity is measured by change in the weight of the rat bulbocavernosus / levator ani muscle and androgenic activity is measured by change in the weight of the rat ventral prostate -LRB- or , alternatively , the rat seminal vesicles -RRB- in response to exposure to the AAS , and the measurements are then compared and used to form a ratio . ''",300.0,318.0,255.0,272.0
MedCaus," When two or more -LRB- typically just a few , but sometimes many -RRB- separate nerves in disparate areas of the body are affected it is called '' '' mononeuritis multiplex '' '' , '' '' multifocal mononeuropathy '' '' , or '' '' multiple mononeuropathy '' '' .",222.0,224.0,231.0,262.0
MedCaus," Nabilone is sometimes used for nightmares in post - traumatic stress disorder , but there have not been studies longer than nine weeks , so effects of longer - term use are not known . ''",81.0,129.0,159.0,177.0
MedCaus," '' ... The child with low tone has muscles that are slow to initiate a muscle contraction , contract very slowly in response to a stimulus , and can not maintain a contraction for as long as his ' normal ' peers . ''",131.0,141.0,102.0,116.0
MedCaus," This language shift , the Francization of Brussels , is rooted in the 18th century and accelerated after Belgium became independent and Brussels expanded past its original boundaries .",106.0,183.0,88.0,99.0
MedCaus," Greek figural mosaics could have been copied or adapted paintings , a far more prestigious artform , and the style was enthusiastically adopted by the Romans so that large floor mosaics enriched the floors of Hellenistic villas and Roman dwellings from Britain to Dura - Europos . ''",100.0,151.0,270.0,271.0
MedCaus," Damage was again minor but they forced the British air forces to maintain squadrons of fighters in England to defend against air attack , depriving the British Expeditionary Force of planes , equipment , and personnel badly needed on the Western front . ''",24.0,99.0,108.0,129.0
MedCaus, Hermann von Helmholtz later expanded on Young 's ideas using color - matching experiments which showed that people with normal vision needed three wavelengths to create the normal range of colors .,1.0,159.0,163.0,196.0
MedCaus, The hemagglutinin ` Äì neuraminidase -LRB- HN -RRB- is involved with viral attachment and thus hemadsorption and hemagglutination .,1.0,75.0,91.0,113.0
MedCaus," A sterile liquid -LRB- water , saline , or glycine solution -RRB- will flow through the cystoscope to slowly fill the bladder and stretch it so that the physician has a better view of the bladder wall . ''",1.0,138.0,145.0,196.0
MedCaus," Upheaval in the Middle East and Central Asia , some of which was related to power struggles between the United States and the Soviet Union , created new refugee populations which developed into global diasporas . ''",29.0,40.0,142.0,161.0
MedCaus," In his experiments , Richet injected a dog with sea anemone -LRB- Actinia -RRB- toxin in an attempt to protect it .",104.0,114.0,22.0,86.0
MedCaus," However , although they do contain vanadium by preference , they apparently bind little oxygen , and thus have some other function , which has not been elucidated -LRB- sea squirts also contain some hemoglobin -RRB- . ''",59.0,88.0,164.0,199.0
MedCaus," Oxygen and carbon dioxide are exchanged in the lungs , and the body responds to changing energy demands by adjusting the rate of ventilation . ''",105.0,129.0,56.0,96.0
MedCaus, These solvents tend to be relatively non - polar ; they are therefore immiscible with water and effective in cleaning applications such as degreasing and dry cleaning .,1.0,49.0,71.0,131.0
MedCaus," After sufficient irrigation has been applied to one strip of the field , the hose is removed , the water drained from the system , and the assembly rolled either by hand or with a purpose - built mechanism , so that the sprinklers are moved to a different position across the field . ''",1.0,65.0,212.0,276.0
MedCaus, This means it works by blocking sodium channels and thus decreasing the rate of contractions of the heart .,1.0,52.0,58.0,106.0
MedCaus, Education delays the onset of AD syndrome without changing the duration of the disease .,1.0,10.0,18.0,42.0
MedCaus," The World Health Organization , UNICEF , Project Peanut Butter , and Doctors Without Borders have used these products to help save malnourished children in developing countries . ''",64.0,109.0,119.0,167.0
MedCaus, Fix the boundary so that the applied load does no work and then introduce a crack into the specimen .,1.0,17.0,26.0,55.0
MedCaus," As arable land is under population pressure , people have been cutting down the windbreaks to expand farmland .",4.0,44.0,47.0,110.0
MedCaus, The umpires also change positions so that the one who was at '' '' square leg '' '' now stands behind the wicket at the non - striker 's end and vice - versa . '',38.0,145.0,1.0,24.0
MedCaus," Enzymes such as amylases and proteases break down large molecules -LRB- starch or proteins , respectively -RRB- into smaller ones , so they can be absorbed by the intestines . ''",1.0,125.0,133.0,163.0
MedCaus," Under the leadership of Mosaddegh and his nationalist movement , the Iranian parliament unanimously voted to nationalise the oil industry ` Äî thus shutting out the immensely profitable AIOC , which was a pillar of Britain 's economy and provided it political clout in the region . ''",64.0,138.0,187.0,269.0
MedCaus," The Qur ` an makes it clear that Jacob was blessed by God as a prophet and , therefore , Muslims believe that his father , being a prophet as well , also knew of his son 's greatness .",1.0,61.0,78.0,170.0
MedCaus," In Britain , a landships committee was formed , and teamed with the inventions committee , set out to develop a practical weapon . ''",1.0,39.0,100.0,122.0
MedCaus, Fewer pixels reduce the image quality making it more difficult to distinguish proximate targets within the same field of view .,1.0,38.0,46.0,126.0
MedCaus," The presence of cerumen -LRB- ear wax -RRB- , shed skin , pus , canal skin edema , foreign body , and various ear diseases can obscure any view of the eardrum and thus severely compromise the value of otoscopy done with a common otoscope .",1.0,159.0,169.0,238.0
MedCaus," Their observed hunting technique is a bite - and - release method , so a fast - acting toxin would be ideal . ''",1.0,59.0,69.0,102.0
MedCaus," Likewise , not all conjugated bilirubin is readily available in solution for reaction or detection -LRB- for example , if it is hydrogen bonding with itself -RRB- and therefore would not be included in the direct bilirubin fraction .",12.0,99.0,178.0,232.0
MedCaus," These autoinfective larvae penetrate the wall of the lower ileum or colon or the skin of the perianal region , enter the circulation again , travel to the lungs , and then to the small intestine , thus repeating the cycle . ''",1.0,185.0,198.0,216.0
MedCaus," The patent for amoxicillin has expired , thus amoxicillin and co - amoxiclav preparations are marketed under various trade names across the world .",1.0,39.0,47.0,146.0
MedCaus, The length of the rotor is sufficient that the inlet and outlet are always separated from each other thus blocking a free flow of liquid .,76.0,101.0,107.0,137.0
MedCaus," In 1999 , John and Deborah Darnell discovered an even earlier version of this first alphabet at Wadi el - Hol dated to circa 1800 BC and showing evidence of having been adapted from specific forms of Egyptian hieroglyphs that could be dated to circa 2000 BC , strongly suggesting that the first alphabet had been developed about that time . ''",236.0,255.0,281.0,334.0
MedCaus," Moreover , there is no compositional change so the atoms generally retain their same neighbors .",1.0,44.0,48.0,95.0
MedCaus, Avoiding these products will increase a building 's IEQ .,1.0,24.0,30.0,56.0
MedCaus," This equation suggests that a graph of threshold stimulus strength versus stimulus duration should show a decay toward zero as stimulus duration is increased , so the stimulus strength required to reach threshold is predicted to increase during more protracted stimulation .",1.0,158.0,164.0,273.0
MedCaus," In fetal lambs , glucocorticoids -LRB- principally cortisol -RRB- increase after about day 130 , with lung surfactant increasing greatly , in response , by about day 135 , and although lamb fetal cortisol is mostly of maternal origin during the first 122 days , 88 % or more is of fetal origin by day 136 of gestation . ''",261.0,308.0,96.0,129.0
MedCaus," Among these there is a certain order : for the greater the work done by God , and the further it is removed from the capability of nature , the greater the miracle : thus it is a greater miracle that the sun recede , than that the waters be divided . ''",139.0,156.0,216.0,241.0
MedCaus," '' -LRB- Dis Manibus sacrum -RRB- , thus consecrating the tomb to the deceased as having become members of the body of ghosts or spirits of the dead . ''",1.0,28.0,37.0,144.0
MedCaus, Increasing the pressure on an object decreases the volume of the object and thus increases its density .,1.0,72.0,82.0,103.0
MedCaus," asparagus ... affects the urine with a foetid smell -LRB- especially if cut when they are white -RRB- and therefore have been suspected by some physicians as not friendly to the kidneys ; when they are older , and begin to ramify , they lose this quality ; but then they are not so agreeable .",1.0,52.0,117.0,186.0
MedCaus," This reaction or behaviour is called positive phototaxis , since phototaxis refers to a response to light and the organism is moving towards the stimulus . ''",98.0,145.0,1.0,86.0
MedCaus, The World Health Organization suggests that treatment be deferred until immediately after delivery since the effects of the medication on the developing fetus have not yet been established .,106.0,189.0,45.0,99.0
MedCaus," Additionally the categories carry additional meanings having to do with social class so that the term indigena or the more pejorative '' '' indio '' '' -LRB- Indian -RRB- is connected with ideas of low social class , poverty , rural background , superstition , being dominated by traditional values as opposed to reason . ''",1.0,79.0,89.0,302.0
MedCaus, Additional portions of thymus tissue are sometimes developed from the fourth pharyngeal pouch .,67.0,94.0,1.0,51.0
MedCaus," To develop well , peanuts need warm weather throughout the growing season . ''",1.0,11.0,17.0,67.0
MedCaus, Many details are similar to the Pammakaristos mosaics so it is supposed that the same team of mosaicists worked in both buildings .,1.0,54.0,58.0,130.0
MedCaus," It increases the permeability of the soil to rainwater , thus decreasing runoff . ''",1.0,45.0,58.0,73.0
MedCaus," The motion of negatively charged electrons around an electric circuit , one of the most familiar forms of current , is thus deemed positive in the opposite direction to that of the electrons . ''",1.0,62.0,120.0,181.0
MedCaus," As it passes through the point where the tangent line and the curve meet , called the point of tangency , the tangent line is '' '' going in the same direction '' '' as the curve , and is thus the best straight - line approximation to the curve at that point . ''",105.0,166.0,182.0,245.0
MedCaus," In response to injury , coagulation factor VIII is activated and separates from von Willebrand factor . ''",1.0,15.0,23.0,95.0
MedCaus," For example , in 2015 philosophers Rutten & Soetaert used the new rhetoric concept to study changing attitudes in regards to education as a way to better understand if Burke 's ideas can be applied to this arena . ''",84.0,206.0,18.0,75.0
MedCaus," For example , in 1942 , British bioweapons trials severely contaminated Gruinard Island in Scotland with anthrax spores of the Vollum-14578 strain , making it a no - go area until it was decontaminated in 1990 .",25.0,147.0,157.0,174.0
MedCaus," The ratio of NADP + to NADPH in the cell is kept rather low , so that NADPH is readily available as a reducing agent ; it is more commonly used as a reducing agent than NADP + is used as an oxidizing agent . ''",1.0,49.0,63.0,102.0
MedCaus," Also , Zeus resurrected Asclepius at the request of Apollo so that their feud would end .",8.0,59.0,68.0,88.0
MedCaus," It was therefore stored away so it could not affect them again , but not destroyed as the technology was new to them ; the Great Race being great compilers . ''",1.0,24.0,30.0,146.0
MedCaus," After fertilization , the innermost portion liquifies to allow free movement of the developing embryo . ''",21.0,44.0,45.0,95.0
MedCaus," The relaxation is necessary so that during delivery , the female pelvis can stretch enough to allow birth .",37.0,106.0,1.0,28.0
MedCaus, A difference in immune response to the tuberculoid and lepromatous forms is seen .,36.0,73.0,1.0,13.0
MedCaus," However , the general trend of high absorption coefficients and thus short penetration depths for low photon energies and high atomic numbers is very strong .",11.0,60.0,70.0,142.0
MedCaus," It was believed that the cranial skull ` Äî like a glove on the hand ` Äî accommodates to the different sizes of these areas of the brain , so that a person 's capacity for a given personality trait could be determined simply by measuring the area of the skull that overlies the corresponding area of the brain .",22.0,128.0,141.0,301.0
MedCaus, Alternating current thus pulses back and forth within a conductor without the charge moving any net distance over time .,1.0,20.0,26.0,119.0
MedCaus," In recent years , many attempts have been made to develop new drugs against anthrax , but existing drugs are effective if treatment is started soon enough .",123.0,155.0,91.0,119.0
MedCaus, The botulinum toxin is denatured and thus deactivated at temperatures greater than 80 ¬ ?,1.0,33.0,43.0,90.0
MedCaus," Scopolamine -LRB- Hyoscine -RRB- has anti - emetic activity and is , therefore , used to treat motion sickness .",1.0,60.0,82.0,111.0
MedCaus," Its name is said to have come in 1814 from the Russian soldiers who occupied the city ; '' '' bistro '' '' means '' '' quickly '' '' in Russian , and they wanted their meals served rapidly so they could get back their encampment . ''",131.0,155.0,163.0,197.0
MedCaus," Chemotaxis is a response elicited by chemicals : that is , a response to a chemical concentration gradient . ''",71.0,98.0,1.0,59.0
MedCaus," The pulse repetition frequency is locked to that of the frequency standard , and the frequencies of the comb elements at the red end of the spectrum are doubled and heterodyned with the frequencies of the comb elements at the blue end of the spectrum , thus allowing the comb to serve as its own reference . ''",1.0,242.0,254.0,296.0
MedCaus," The political power of the caliphs largely ended with the rise of the Iranian Buyids and the Seljuq Turks , which each captured Baghdad in 945 and 1055 respectively .",1.0,35.0,55.0,106.0
MedCaus," It rises in response to allergies , parasitic infections , collagen diseases , and disease of the spleen and central nervous system . ''",78.0,125.0,1.0,3.0
MedCaus," Sometimes a 58th facet , called a culet is cut on the bottom of the stone to help prevent chipping of the pavilion point . ''",24.0,68.0,75.0,115.0
MedCaus," In 1975 , U.S. Vice President Nelson Rockefeller declared in a speech : '' '' We must take His Imperial Majesty to the United States for a couple of years so that he can teach us how to run a country . '' '' ''",73.0,146.0,156.0,190.0
MedCaus," This condition has been described in children who suck ice or popsicles , and therefore is sometimes referred to as '' '' popsicle panniculitis . '' '' ''",1.0,62.0,117.0,122.0
MedCaus, Epigenetic alterations involved in the development of colorectal cancer may affect a person 's response to chemotherapy .,1.0,72.0,84.0,120.0
MedCaus," ASTRO has launched a safety initiative called Target Safely that , among other things , aims to record errors nationwide so that doctors can learn from each and every mistake and prevent them from happening .",1.0,121.0,130.0,207.0
MedCaus, Executable - infecting viruses are dependent on users exchanging software or boot - able floppies and thumb drives so they spread rapidly in computer hobbyist circles .,85.0,115.0,119.0,167.0
MedCaus," Beverages below .5 percent are not covered by the laws that ABRA regulates ; therefore , a beverage with an ABV lower than .5 percent may purchased by a person under the age of 21 .",1.0,75.0,90.0,180.0
MedCaus," By around 1774 , he had concluded that the same effect could be created by passing the hands in front of the subject 's body , later referred to as making '' '' Mesmeric passes '' '' . ''",73.0,120.0,35.0,48.0
MedCaus, Proteins modify the bacterial RNA polymerase so it preferentially transcribes viral mRNA .,1.0,45.0,49.0,89.0
MedCaus," On the other hand , methyl chloride and methyl bromide are gaseous , thus harder to handle , and are also weaker alkylating agents . ''",19.0,59.0,92.0,124.0
MedCaus, Outside conflict forced the Jesuits to leave New France in 1629 when Quebec was captured by the Kirke brothers under the English flag .,1.0,17.0,25.0,64.0
MedCaus," He condemned the British execution of a Boer military commandant , and voiced concerns about the levels of public expenditure ; in response , Prime Minister Arthur Balfour asked him to join a parliamentary select committee on the topic . ''",66.0,114.0,149.0,230.0
MedCaus," It is therefore argued that it is in society 's best interest that inventors receive a temporary government - granted monopoly on their idea , so that they can recoup investment costs and make economic profit for a limited period . ''",142.0,223.0,1.0,136.0
MedCaus, Most professional athletes have particularly well - developed physiques obtained by extensive physical training and strict exercise accompanied by a strict dietary regimen .,85.0,172.0,1.0,72.0
MedCaus," Different bisphosphonates have not been directly compared , therefore it is unknown if one is better than another .",1.0,58.0,71.0,114.0
MedCaus," Each of the well separated light paths is traversed only once , and the fringes can be adjusted so that they are localized in any desired plane . ''",65.0,87.0,100.0,138.0
MedCaus," Ultraviolet light is strongly attenuated by Earth 's ozone layer , so that the amount of UV varies greatly with latitude and has been partially responsible for many biological adaptations , including variations in human skin color in different regions of the Earth . ''",1.0,59.0,189.0,259.0
MedCaus, It is treated by removing the intravenous access device and elevating the affected limb so that the collected fluids can drain away .,18.0,88.0,97.0,132.0
MedCaus," Sunlight on the surface of Earth is attenuated by Earth 's atmosphere , so that less power arrives at the surface -LRB- closer to 1,000 W / m2 -RRB- in clear conditions when the Sun is near the zenith . ''",1.0,59.0,144.0,194.0
MedCaus," The cords are weakened through the injection of small amounts of the enzyme collagenase , which breaks peptide bonds in collagen . ''",1.0,76.0,91.0,120.0
MedCaus, Coronal loops are highly radiating sources of plasma and are therefore easy to observe by instruments such as TRACE .,1.0,53.0,72.0,116.0
